,years,SSP1-19,SSP1-26,SSP2-45,SSP4-34,SSP4-60
0,2015,10.678016262987025,10.678016262987025,10.676934006337174,10.678016262987025,10.678016262987025
1,2016,10.707525362299847,10.71354101582127,10.758685199424596,10.673848621923582,10.67384876146412
2,2017,10.73703446161267,10.749065768655516,10.840436392512018,10.66968098086014,10.669681259941216
3,2018,10.766543560925493,10.784590521489763,10.922187585599438,10.665513339796696,10.66551375841831
4,2019,10.796052660238315,10.820115274324008,11.00393877868686,10.661345698733253,10.661346256895406
5,2020,10.825561759551137,10.855640027158254,11.085689971774283,10.65717805766981,10.6571787553725
6,2021,10.366112972252221,10.717378487729887,11.16283177148231,10.531259327865426,10.823313060484065
7,2022,9.906664184953303,10.579116948301522,11.239973571190337,10.405340598061043,10.989447365595627
8,2023,9.447215397654388,10.440855408873155,11.317115370898364,10.279421868256659,11.15558167070719
9,2024,8.987766610355472,10.302593869444788,11.39425717060639,10.153503138452276,11.321715975818755
10,2025,8.528317823056554,10.164332330016421,11.471398970314418,10.027584408647892,11.487850280930317
11,2026,8.068869035757638,10.026070790588056,11.548540770022447,9.901665678843507,11.653984586041881
12,2027,7.609420248458722,9.88780925115969,11.625682569730474,9.775746949039124,11.820118891153445
13,2028,7.149971461159805,9.749547711731323,11.7028243694385,9.64982821923474,11.98625319626501
14,2029,6.6905226738608885,9.611286172302957,11.779966169146528,9.523909489430357,12.152387501376571
15,2030,6.231073886561973,9.47302463287459,11.857107968854555,9.397990759625973,12.318521806488135
16,2031,5.893650738434283,9.24869987926938,11.878294445549944,9.21471284856059,12.39965850057413
17,2032,5.556227590306593,9.02437512566417,11.899480922245331,9.031434937495206,12.480795194660127
18,2033,5.218804442178902,8.800050372058958,11.920667398940719,8.848157026429822,12.561931888746123
19,2034,4.881381294051213,8.575725618453747,11.941853875636108,8.664879115364439,12.643068582832118
20,2035,4.543958145923522,8.351400864848536,11.963040352331497,8.481601204299054,12.724205276918113
21,2036,4.206534997795832,8.127076111243326,11.984226829026884,8.298323293233672,12.80534197100411
22,2037,3.8691118496681423,7.902751357638115,12.005413305722271,8.115045382168287,12.886478665090106
23,2038,3.5316887015404523,7.678426604032905,12.02659978241766,7.931767471102903,12.9676153591761
24,2039,3.1942655534127624,7.454101850427694,12.04778625911305,7.74848956003752,13.048752053262096
25,2040,2.8568424052850725,7.229777096822483,12.068972735808437,7.565211648972136,13.129888747348092
26,2041,2.627077116331801,6.9967140900171225,12.047407917932949,7.349747800054713,13.13629625881625
27,2042,2.3973118273785294,6.763651083211762,12.025843100057461,7.134283951137289,13.142703770284408
28,2043,2.167546538425258,6.530588076406403,12.004278282181971,6.918820102219866,13.149111281752567
29,2044,1.937781249471986,6.2975250696010425,11.982713464306483,6.703356253302442,13.155518793220725
30,2045,1.7080159605187144,6.064462062795682,11.961148646430996,6.487892404385018,13.161926304688883
31,2046,1.4782506715654429,5.831399055990322,11.939583828555508,6.272428555467595,13.168333816157041
32,2047,1.2484853826121711,5.598336049184962,11.91801901068002,6.056964706550171,13.174741327625199
33,2048,1.0187200936588996,5.365273042379602,11.89645419280453,5.841500857632748,13.181148839093359
34,2049,0.7889548047056278,5.132210035574241,11.874889374929042,5.626037008715324,13.187556350561517
35,2050,0.5591895157523564,4.899147028768882,11.853324557053554,5.4105731597979005,13.193963862029674
36,2051,0.46165297370202824,4.696359016628839,11.764259869425079,5.280129209050222,13.163600401461132
37,2052,0.36411643165170005,4.493571004488796,11.675195181796603,5.1496852583025445,13.13323694089259
38,2053,0.26657988960137186,4.2907829923487535,11.586130494168128,5.019241307554866,13.102873480324048
39,2054,0.16904334755104367,4.087994980208711,11.497065806539652,4.888797356807188,13.072510019755507
40,2055,0.07150680550071548,3.885206968068668,11.408001118911177,4.758353406059509,13.042146559186964
41,2056,-0.026029736549612714,3.682418955928626,11.318936431282703,4.627909455311832,13.011783098618421
42,2057,-0.12356627859994085,3.479630943788583,11.229871743654227,4.497465504564153,12.98141963804988
43,2058,-0.2211028206502691,3.2768429316485403,11.140807056025752,4.367021553816475,12.951056177481338
44,2059,-0.31863936270059734,3.0740549195084976,11.051742368397276,4.236577603068797,12.920692716912797
45,2060,-0.4161759047509255,2.871266907368455,10.9626776807688,4.106133652321119,12.890329256344254
46,2061,-0.49665750016914273,2.70622189815949,10.82737628720156,3.9915858283656442,12.81966669737631
47,2062,-0.57713909558736,2.5411768889505253,10.692074893634318,3.8770380044101698,12.749004138408365
48,2063,-0.6576206910055773,2.3761318797415605,10.556773500067077,3.7624901804546953,12.67834157944042
49,2064,-0.7381022864237945,2.211086870532596,10.421472106499836,3.6479423564992204,12.607679020472476
50,2065,-0.8185838818420118,2.046041861323631,10.286170712932595,3.533394532543746,12.537016461504532
51,2066,-0.8990654772602291,1.8809968521146665,10.150869319365356,3.4188467085882714,12.466353902536586
52,2067,-0.9795470726784463,1.7159518429057017,10.015567925798115,3.304298884632797,12.395691343568641
53,2068,-1.0600286680966637,1.5509068336967369,9.880266532230873,3.189751060677322,12.325028784600697
54,2069,-1.140510263514881,1.385861824487772,9.744965138663632,3.0752032367218476,12.254366225632753
55,2070,-1.2209918589330981,1.2208168152788073,9.609663745096391,2.960655412766373,12.183703666664808
56,2071,-1.2982231070089731,1.0091430445386305,9.380653010011525,2.765899333895703,11.985345303645285
57,2072,-1.3754543550848481,0.7974692737984539,9.151642274926658,2.5711432550250337,11.786986940625763
58,2073,-1.4526856031607231,0.5857955030582771,8.922631539841792,2.376387176154364,11.58862857760624
59,2074,-1.5299168512365982,0.3741217323181004,8.693620804756925,2.1816310972836943,11.390270214586717
60,2075,-1.6071480993124732,0.16244796157792374,8.464610069672059,1.9868750184130244,11.191911851567195
61,2076,-1.6843793473883482,-0.049225809162253054,8.235599334587192,1.7921189395423545,10.993553488547672
62,2077,-1.7616105954642232,-0.2608995799024296,8.006588599502326,1.5973628606716848,10.795195125528151
63,2078,-1.8388418435400982,-0.4725733506426064,7.777577864417459,1.402606781801015,10.596836762508628
64,2079,-1.9160730916159732,-0.6842471213827832,7.548567129332593,1.2078507029303454,10.398478399489106
65,2080,-1.9933043396918482,-0.89592089212296,7.319556394247726,1.0130946240596754,10.200120036469583
66,2081,-2.0821108919844704,-1.0350156110549504,7.032811433777846,0.7492567086586006,9.988230231771999
67,2082,-2.170917444277093,-1.1741103299869406,6.746066473307967,0.4854187932575257,9.776340427074416
68,2083,-2.259723996569716,-1.313205048918931,6.459321512838087,0.22158087785645075,9.564450622376832
69,2084,-2.348530548862338,-1.4522997678509215,6.172576552368207,-0.042257037544624065,9.352560817679247
70,2085,-2.4373371011549603,-1.591394486782912,5.885831591898327,-0.3060949529456989,9.140671012981663
71,2086,-2.526143653447583,-1.7304892057149024,5.599086631428447,-0.5699328683467739,8.92878120828408
72,2087,-2.6149502057402056,-1.8695839246468926,5.312341670958567,-0.8337707837478487,8.716891403586496
73,2088,-2.703756758032828,-2.0086786435788833,5.025596710488687,-1.0976086991489236,8.505001598888912
74,2089,-2.79256331032545,-2.1477733625108737,4.738851750018807,-1.3614466145499986,8.29311179419133
75,2090,-2.881369862618073,-2.2868680814428637,4.452106789548927,-1.625284529951073,8.081221989493745
76,2091,-2.9720452639950192,-2.2932118065632805,4.27097407770463,-1.8668545882400758,7.871054609344688
77,2092,-3.0627206653719656,-2.2995555316836978,4.089841365860333,-2.1084246465290786,7.66088722919563
78,2093,-3.153396066748912,-2.3058992568041146,3.908708654016036,-2.349994704818081,7.450719849046573
79,2094,-3.2440714681258584,-2.312242981924532,3.7275759421717387,-2.5915647631070837,7.240552468897516
80,2095,-3.334746869502805,-2.3185867070449486,3.5464432303274416,-2.8331348213960865,7.030385088748458
81,2096,-3.425422270879751,-2.3249304321653654,3.365310518483144,-3.0747048796850893,6.820217708599401
82,2097,-3.5160976722566972,-2.3312741572857827,3.184177806638847,-3.316274937974092,6.6100503284503445
83,2098,-3.6067730736336436,-2.3376178824061995,3.0030450947945497,-3.5578449962630945,6.399882948301287
84,2099,-3.69744847501059,-2.3439616075266168,2.8219123829502526,-3.7994150545520973,6.18971556815223
85,2100,-3.7881238763875364,-2.3503053326470336,2.6407796711059555,-4.0409851128411,5.9795481880031724
86,2101,-3.7751342387022784,-2.334492410320611,2.6669619091191894,-4.04904329672078,5.989950632265493
87,2102,-3.7621446010170208,-2.318679487994188,2.6931441471324233,-4.05710148060046,6.000353076527812
88,2103,-3.7491549633317627,-2.3028665656677654,2.7193263851456573,-4.06515966448014,6.010755520790132
89,2104,-3.736165325646505,-2.2870536433413426,2.745508623158891,-4.07321784835982,6.021157965052453
90,2105,-3.723175687961247,-2.2712407210149195,2.771690861172125,-4.0812760322395,6.031560409314773
91,2106,-3.710186050275989,-2.2554277986884967,2.797873099185359,-4.0893342161191795,6.041962853577092
92,2107,-3.6971964125907313,-2.239614876362074,2.824055337198593,-4.09739239999886,6.052365297839413
93,2108,-3.684206774905473,-2.2238019540356513,2.850237575211827,-4.10545058387854,6.062767742101733
94,2109,-3.6712171372202156,-2.2079890317092286,2.876419813225061,-4.11350876775822,6.073170186364052
95,2110,-3.6582274995349575,-2.192176109382806,2.902602051238295,-4.1215669516379,6.083572630626373
96,2111,-3.6452378618497,-2.176363187056383,2.928784289251529,-4.12962513551758,6.093975074888693
97,2112,-3.632248224164442,-2.1605502647299604,2.9549665272647627,-4.13768331939726,6.104377519151012
98,2113,-3.6192585864791837,-2.144737342403537,2.9811487652779967,-4.145741503276939,6.114779963413333
99,2114,-3.606268948793926,-2.1289244200771145,3.0073310032912306,-4.15379968715662,6.125182407675652
100,2115,-3.5932793111086685,-2.1131114977506917,3.0335132413044645,-4.1618578710363,6.135584851937972
101,2116,-3.5802896734234104,-2.097298575424269,3.059695479317699,-4.16991605491598,6.145987296200293
102,2117,-3.5673000357381524,-2.0814856530978463,3.085877717330933,-4.1779742387956595,6.156389740462612
103,2118,-3.5543103980528947,-2.065672730771423,3.112059955344167,-4.18603242267534,6.166792184724932
104,2119,-3.541320760367637,-2.0498598084450004,3.1382421933574007,-4.1940906065550205,6.177194628987252
105,2120,-3.528331122682379,-2.0340468861185776,3.1644244313706347,-4.2021487904347,6.187597073249572
106,2121,-3.515341484997121,-2.018233963792155,3.1906066693838686,-4.21020697431438,6.197999517511892
107,2122,-3.5023518473118633,-2.002421041465732,3.2167889073971025,-4.21826515819406,6.208401961774212
108,2123,-3.4893622096266053,-1.9866081191393092,3.2429711454103365,-4.226323342073741,6.218804406036532
109,2124,-3.4763725719413476,-1.9707951968128863,3.2691533834235704,-4.23438152595342,6.229206850298852
110,2125,-3.4633829342560896,-1.9549822744864636,3.2953356214368044,-4.2424397098331,6.239609294561172
111,2126,-3.4503932965708315,-1.9391693521600408,3.3215178594500383,-4.25049789371278,6.250011738823492
112,2127,-3.437403658885574,-1.9233564298336179,3.3477000974632722,-4.258556077592461,6.260414183085812
113,2128,-3.424414021200316,-1.9075435075071951,3.373882335476506,-4.2666142614721405,6.2708166273481325
114,2129,-3.411424383515058,-1.8917305851807722,3.40006457348974,-4.27467244535182,6.281219071610452
115,2130,-3.3984347458298,-1.8759176628543495,3.426246811502974,-4.282730629231501,6.291621515872772
116,2131,-3.385445108144542,-1.8601047405279267,3.452429049516208,-4.29078881311118,6.3020239601350925
117,2132,-3.3724554704592844,-1.8442918182015038,3.478611287529442,-4.298846996990861,6.312426404397412
118,2133,-3.3594658327740268,-1.828478895875081,3.504793525542676,-4.30690518087054,6.322828848659732
119,2134,-3.3464761950887687,-1.8126659735486583,3.53097576355591,-4.314963364750221,6.333231292922052
120,2135,-3.3334865574035106,-1.7968530512222354,3.5571580015691437,-4.3230215486299,6.343633737184372
121,2136,-3.320496919718253,-1.7810401288958126,3.5833402395823777,-4.33107973250958,6.354036181446692
122,2137,-3.3075072820329954,-1.76522720656939,3.6095224775956116,-4.3391379163892605,6.3644386257090115
123,2138,-3.2945176443477373,-1.7494142842429672,3.6357047156088456,-4.34719610026894,6.374841069971332
124,2139,-3.2815280066624792,-1.7336013619165442,3.6618869536220795,-4.355254284148621,6.385243514233651
125,2140,-3.2685383689772216,-1.7177884395901215,3.6880691916353134,-4.3633124680283,6.3956459584959715
126,2141,-3.2555487312919635,-1.7019755172636988,3.7142514296485474,-4.371370651907981,6.406048402758292
127,2142,-3.242559093606706,-1.6861625949372758,3.7404336676617813,-4.37942883578766,6.416450847020611
128,2143,-3.229569455921448,-1.670349672610853,3.7666159056750153,-4.38748701966734,6.4268532912829315
129,2144,-3.21657981823619,-1.6545367502844304,3.792798143688249,-4.39554520354702,6.437255735545252
130,2145,-3.203590180550932,-1.6387238279580076,3.818980381701483,-4.403603387426701,6.447658179807572
131,2146,-3.190600542865674,-1.6229109056315847,3.845162619714717,-4.4116615713063805,6.4580606240698915
132,2147,-3.1776109051804164,-1.607097983305162,3.871344857727951,-4.41971975518606,6.468463068332212
133,2148,-3.1646212674951584,-1.5912850609787392,3.897527095741185,-4.427777939065741,6.478865512594532
134,2149,-3.1516316298099007,-1.5754721386523163,3.923709333754419,-4.435836122945421,6.489267956856851
135,2150,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
136,2151,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
137,2152,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
138,2153,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
139,2154,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
140,2155,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
141,2156,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
142,2157,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
143,2158,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
144,2159,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
145,2160,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
146,2161,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
147,2162,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
148,2163,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
149,2164,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
150,2165,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
151,2166,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
152,2167,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
153,2168,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
154,2169,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
155,2170,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
156,2171,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
157,2172,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
158,2173,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
159,2174,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
160,2175,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
161,2176,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
162,2177,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
163,2178,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
164,2179,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
165,2180,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
166,2181,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
167,2182,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
168,2183,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
169,2184,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
170,2185,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
171,2186,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
172,2187,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
173,2188,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
174,2189,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
175,2190,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
176,2191,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
177,2192,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
178,2193,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
179,2194,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
180,2195,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
181,2196,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
182,2197,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
183,2198,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
184,2199,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
185,2200,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
186,2201,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
187,2202,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
188,2203,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
189,2204,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
190,2205,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
191,2206,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
192,2207,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
193,2208,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
194,2209,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
195,2210,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
196,2211,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
197,2212,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
198,2213,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
199,2214,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
200,2215,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
201,2216,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
202,2217,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
203,2218,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
204,2219,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
205,2220,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
206,2221,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
207,2222,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
208,2223,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
209,2224,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
210,2225,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
211,2226,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
212,2227,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
213,2228,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
214,2229,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
215,2230,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
216,2231,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
217,2232,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
218,2233,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
219,2234,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
220,2235,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
221,2236,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
222,2237,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
223,2238,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
224,2239,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
225,2240,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
226,2241,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
227,2242,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
228,2243,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
229,2244,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
230,2245,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
231,2246,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
232,2247,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
233,2248,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
234,2249,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
235,2250,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
236,2251,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
237,2252,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
238,2253,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
239,2254,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
240,2255,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
241,2256,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
242,2257,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
243,2258,-3.1386419921246427,-1.5596592163258935,3.949891571767653,-4.443894306825101,6.499670401119172
